contract_id;start_date;end_date;termination_reason;is_b2b
761499087010;2016-02-17;;nan;n
147322059019;2014-10-19;;nan;n
773502392884;2013-05-17;;nan;n
334757928373;2011-03-05;;nan;y
685171823913;2016-08-28;;nan;y
246550115623;2013-07-12;;nan;n
004031400296;2016-10-01;;nan;n
668723247582;2011-03-17;;nan;n
263880994415;2013-03-01;;nan;n
135434592985;2012-02-18;;nan;n
261637710737;2017-12-19;2018-04-28;too expensive;n
771145881280;2014-02-18;2018-04-14;too expensive;n
964774241089;2016-05-26;;nan;y
985028242888;2010-07-15;2018-04-17;low quality;n
780613083725;2017-02-17;;nan;n
866845095900;2013-07-27;;nan;n
839858320425;2010-11-04;;nan;n
694680122187;2016-12-29;;nan;n
482628336226;2014-12-26;;nan;n
544520298038;2012-12-27;;nan;n
252334683863;2016-12-01;;nan;n
559956699704;2015-10-10;;nan;n
517800557025;2012-09-21;;nan;n
406225414500;2010-03-18;;nan;n
722323390935;2012-09-14;;nan;n
629693679213;2013-07-16;;nan;n
887825967549;2011-08-22;;nan;n
375869758068;2013-03-24;;nan;y
125090731016;2014-03-15;2018-09-13;low quality;n
998635890505;2015-01-01;2018-11-01;death;n
772083917799;2010-08-31;;nan;n
042858019665;2012-08-25;;nan;n
392364481841;2016-01-26;2018-02-18;too expensive;n
851124759286;2011-09-02;;nan;y
644422189639;2014-01-14;;nan;n
573933842629;2017-10-06;;nan;y
925837184515;2010-04-19;;nan;n
149393967514;2013-01-18;2018-08-19;too expensive;y
006564253627;2011-02-03;;nan;n
079120200420;2011-11-27;;nan;n
822570520618;2010-12-08;;nan;n
558055586508;2014-01-10;2018-04-27;too expensive;n
630129265013;2013-09-06;2018-10-09;death;n
121222929083;2013-03-08;;nan;y
818037947582;2016-02-15;;nan;y
814420851176;2016-03-29;;nan;n
198450153801;2017-07-17;;nan;n
338555175088;2016-11-15;;nan;n
502953218429;2010-01-11;;nan;n
099962259392;2014-09-22;;nan;y
537518049934;2012-12-06;2018-02-15;too expensive;y
786140816761;2015-03-07;;nan;y
183862729481;2014-09-01;;nan;y
195294956705;2013-08-31;;nan;y
372588902719;2016-06-20;;nan;n
975727003592;2017-08-15;;nan;n
465183177382;2012-02-26;;nan;n
966229253573;2016-07-07;;nan;n
881891071171;2015-05-13;;nan;n
149175462691;2016-11-18;2018-06-29;low quality;n
583500429405;2016-11-14;;nan;n
553988706664;2013-11-27;;nan;n
455509015361;2014-05-04;;nan;n
553526107234;2017-03-12;;nan;n
668978939654;2016-11-24;;nan;n
117494133416;2015-08-04;;nan;y
790530092444;2015-03-27;;nan;y
112029197438;2013-08-14;;nan;n
748221301742;2012-12-03;;nan;n
427711397684;2011-01-05;;nan;y
353508579453;2012-04-16;;nan;n
790798622355;2011-12-30;;nan;n
909191727070;2017-02-01;;nan;n
661971026116;2013-07-24;;nan;y
655558257695;2014-06-04;;nan;n
371404257149;2014-04-06;;nan;y
859119623781;2013-08-06;;nan;n
364636250020;2017-04-15;;nan;n
259865851201;2011-01-12;;nan;n
299783212984;2014-03-01;2018-01-19;too expensive;n
627089722255;2010-12-08;;nan;n
073511434613;2012-08-02;;nan;n
580743606599;2016-08-30;;nan;n
948728041806;2012-07-05;;nan;n
744534155818;2012-01-27;;nan;y
880711025973;2011-03-21;;nan;n
668743963317;2012-09-03;2018-12-04;too expensive;n
238905933268;2017-09-10;;nan;y
167946264388;2014-05-05;;nan;y
772636354850;2011-02-02;;nan;n
982936342628;2015-02-15;;nan;n
612912526872;2012-07-08;2018-11-15;low quality;y
217771877955;2016-12-01;;nan;y
377396794906;2015-09-05;;nan;y
493774735124;2014-08-30;;nan;y
070057372153;2010-08-08;2018-06-30;too expensive;n
359673919775;2011-10-19;;nan;y
918508505820;2017-01-27;;nan;n
522914856329;2013-07-03;2018-07-04;too expensive;n
010314295466;2015-12-16;2018-09-20;death;n
119672643757;2015-04-06;;nan;n
123679497699;2010-06-12;;nan;n
169570350067;2015-11-10;;nan;n
902447517714;2012-04-01;;nan;n
732758231567;2015-05-16;;nan;n
746676020935;2010-03-26;;nan;n
992252658153;2010-11-07;;nan;y
766683010063;2011-06-13;;nan;n
371803278797;2012-08-25;;nan;n
753610518587;2011-05-28;2018-10-09;low quality;n
643417301882;2013-08-01;;nan;n
125228741619;2011-07-29;;nan;n
571146454295;2016-12-28;;nan;y
615046991158;2013-03-17;;nan;n
084049763285;2010-01-01;;nan;n
376785688919;2013-03-02;;nan;n
706386083985;2015-05-23;;nan;y
559962436535;2016-03-01;;nan;n
602813106011;2011-12-09;;nan;n
788155936896;2014-02-06;;nan;n
946954462167;2010-09-30;;nan;n
731485964468;2012-11-04;;nan;n
532269039243;2017-06-29;;nan;y
888299681250;2016-09-11;;nan;n
521944455710;2012-05-29;;nan;n
074147366552;2010-10-23;;nan;n
421393476309;2011-02-27;;nan;y
265072793015;2016-04-06;2018-08-04;low quality;y
557850292474;2013-05-04;;nan;n
405266292541;2013-07-07;2018-09-21;death;n
356138822804;2012-06-08;2018-07-08;low quality;n
525348305825;2015-08-26;;nan;n
335107404155;2010-10-06;;nan;n
811535769083;2013-06-24;;nan;n
669525208460;2016-11-18;;nan;n
457833331597;2015-01-20;;nan;n
106444410003;2017-09-04;2018-06-05;too expensive;n
157625444420;2017-10-20;;nan;y
621978516616;2010-01-06;2018-06-10;too expensive;y
471861129742;2016-06-30;;nan;n
503590678828;2016-12-13;;nan;y
815956297646;2010-11-20;;nan;n
624658145962;2013-06-24;;nan;y
715396724453;2011-06-25;;nan;n
386957182888;2014-12-12;2018-07-31;death;n
547706031408;2017-01-11;2018-06-07;too expensive;n
852317645121;2015-08-13;;nan;y
940947848753;2013-03-20;2018-12-15;low quality;n
699211551787;2016-10-07;2018-06-26;too expensive;y
229414751778;2012-09-08;;nan;n
259108868915;2012-02-27;;nan;n
141307146517;2011-11-22;;nan;n
316573850783;2016-09-10;;nan;y
123250094178;2011-03-28;;nan;n
980761992103;2014-07-15;;nan;n
315677780704;2011-08-21;2018-02-13;too expensive;y
706959172711;2017-05-09;;nan;n
213234775332;2015-06-09;;nan;n
414533848143;2012-09-28;;nan;y
710868697473;2012-08-08;;nan;n
822926846779;2014-08-13;;nan;n
810596153292;2017-11-21;2018-02-14;death;n
404783657002;2015-02-04;;nan;n
269345307835;2012-05-30;;nan;y
200654749308;2017-11-25;;nan;n
249360495751;2016-07-21;;nan;y
412461999680;2015-04-20;2018-05-18;low quality;n
994922881283;2013-07-08;;nan;n
983213976407;2011-05-23;;nan;n
489365642752;2013-07-02;;nan;n
098985178996;2014-02-13;;nan;y
668279274012;2011-12-11;;nan;n
863810444111;2012-08-26;;nan;n
068585753126;2017-04-19;2018-09-16;death;n
319696799691;2017-07-29;;nan;n
018258537926;2011-03-11;;nan;n
722572927080;2013-08-19;;nan;n
628178997562;2010-11-19;;nan;y
030073969966;2011-08-13;;nan;n
143754559107;2015-07-09;;nan;n
695684381876;2012-12-26;;nan;n
097504624929;2010-12-23;;nan;n
099788755885;2013-01-12;;nan;n
665703134922;2017-11-25;;nan;y
380299544348;2012-07-15;2018-07-13;low quality;n
891924239871;2013-05-06;;nan;n
166780258861;2011-04-13;;nan;n
052074465458;2013-08-17;;nan;y
804818897990;2012-01-12;;nan;n
502381582797;2014-06-18;;nan;n
116147890848;2011-04-24;;nan;n
880904826724;2012-09-19;2018-02-13;too expensive;n
073131299456;2010-04-06;;nan;n
168536492968;2010-06-08;;nan;y
569573416595;2015-04-15;;nan;n
469883670459;2017-12-04;;nan;n
670834342006;2016-06-06;;nan;n
775059752106;2013-02-22;;nan;y
451508674126;2015-12-16;;nan;n
508668976428;2011-08-18;2018-11-03;low quality;n
378524258737;2015-06-20;;nan;n
465613550901;2017-10-14;2018-05-04;low quality;n
601391629203;2010-10-15;;nan;n
535521538628;2012-10-13;;nan;y
092326940046;2016-09-22;;nan;n
573870299328;2015-12-11;;nan;n
622111333464;2011-12-22;;nan;n
351106931783;2017-02-26;;nan;n
882061631094;2011-09-02;;nan;n
823557409462;2017-06-04;;nan;n
273143268699;2016-07-30;;nan;n
050747146397;2016-08-16;;nan;n
429263082100;2011-10-10;;nan;y
600617170371;2010-10-21;2018-12-28;low quality;n
000357402061;2016-11-17;;nan;n
477826823894;2015-06-29;;nan;n
560267092324;2014-09-26;;nan;n
602730734904;2012-02-25;;nan;n
562216779279;2015-11-29;;nan;n
287551471005;2015-05-25;;nan;n
256927255598;2014-08-13;;nan;n
995697815736;2010-04-14;;nan;n
746129824249;2012-03-20;2018-06-14;low quality;n
817005271878;2014-01-23;;nan;n
700736821497;2010-05-19;2018-07-10;too expensive;y
455722595524;2016-04-28;;nan;n
838296262683;2011-08-21;;nan;n
497377422529;2010-12-26;;nan;n
188421131449;2011-01-28;;nan;n
076268536719;2012-08-07;;nan;n
144073963028;2016-10-21;2018-12-22;low quality;n
298173395595;2017-10-17;;nan;y
673033535759;2012-02-16;2018-11-22;low quality;n
385531473544;2014-07-31;2018-04-10;death;y
826157252622;2016-12-09;;nan;y
697986887334;2017-12-31;;nan;n
392744697641;2016-12-31;;nan;n
966156054495;2017-03-02;;nan;n
806980520345;2014-02-10;;nan;n
737699879109;2011-09-28;;nan;n
417560460090;2016-12-23;2018-06-28;death;n
962470421113;2017-11-01;2018-02-11;low quality;n
584237352491;2017-11-17;;nan;n
385070475585;2016-12-20;;nan;y
755969891057;2013-11-10;;nan;n
148211014035;2014-05-22;2018-09-06;too expensive;n
233851073336;2013-10-03;;nan;n
477975098886;2010-08-18;;nan;y
316309333106;2012-12-18;2018-02-13;death;n
933760328284;2015-05-25;;nan;n
312058346204;2014-09-07;;nan;n
670647606630;2014-01-23;;nan;n
285897262598;2017-12-28;;nan;y
861403852990;2015-09-21;;nan;n
899254675868;2012-02-02;;nan;n
123771077165;2015-07-24;2018-07-19;too expensive;n
453537664584;2014-01-15;2018-06-01;too expensive;n
233040297146;2016-08-04;;nan;n
510400974053;2012-08-09;;nan;y
682753246161;2016-01-30;2018-01-06;low quality;n
322245219132;2012-06-13;;nan;n
694273752687;2014-03-20;;nan;n
139572702615;2014-03-30;;nan;n
510879628084;2017-02-16;;nan;y
050759623614;2016-07-17;;nan;n
846165962903;2014-07-20;;nan;n
423325485375;2017-04-12;;nan;n
359078884045;2010-08-01;;nan;n
907423622260;2014-07-21;2018-09-11;too expensive;n
056572255928;2015-03-29;;nan;n
522699840455;2014-08-18;;nan;n
561889994830;2011-08-15;;nan;n
745645787431;2017-11-19;;nan;n
924999691710;2017-01-13;;nan;n
117078735889;2014-01-08;2018-06-11;death;y
280207891555;2012-01-22;;nan;y
139850521481;2015-02-23;;nan;n
352817555632;2016-08-05;2018-02-17;low quality;n
661280781539;2016-09-29;;nan;n
374456343248;2014-09-29;;nan;n
156406458365;2013-02-21;2018-12-16;death;n
548310984877;2012-03-02;;nan;y
661817637892;2017-10-03;;nan;y
723203127575;2015-07-14;;nan;n
319771414476;2015-03-19;;nan;n
572979529201;2016-07-31;;nan;n
584952132168;2013-06-08;;nan;n
871322251527;2011-08-27;2018-08-21;death;n
943219632817;2013-05-02;;nan;n
796343760172;2010-10-20;;nan;n
840876890933;2017-01-31;;nan;y
325459274824;2016-05-25;;nan;n
452091685303;2011-08-01;;nan;n
276184722135;2016-12-29;;nan;n
606487384617;2016-04-08;2018-08-05;death;y
648808800469;2012-11-30;;nan;y
287117041049;2015-03-29;2018-01-02;too expensive;y
442729246961;2012-02-09;;nan;n
892584205408;2014-05-24;;nan;n
103611169236;2010-03-06;;nan;y
640695177093;2012-04-24;;nan;y
523943060643;2016-10-30;;nan;y
892449667741;2017-04-20;2018-01-12;too expensive;n
483839055000;2017-03-30;2018-03-10;too expensive;n
670123921762;2017-05-10;;nan;n
708643641062;2014-05-03;2018-09-03;too expensive;n
145483217156;2012-01-09;;nan;n
062655964785;2017-12-08;;nan;n
748751017347;2015-03-31;;nan;n
357430767837;2015-01-27;;nan;n
025182345575;2015-05-31;;nan;n
322691135537;2013-02-09;2018-08-08;too expensive;n
897924610651;2017-06-11;;nan;n
606698999921;2011-06-25;2018-11-14;low quality;n
853725746895;2017-06-03;;nan;y
818294984092;2014-02-14;;nan;n
401442995563;2016-04-12;;nan;n
503121576199;2011-08-19;;nan;n
553359098165;2013-06-06;;nan;n
624832992583;2017-07-25;;nan;y
462886068759;2010-04-11;;nan;n
915299737667;2012-10-06;;nan;n
884071792633;2013-07-20;;nan;y
526726540890;2013-10-30;;nan;y
125325594589;2017-12-30;;nan;y
485292279470;2011-11-14;;nan;n
326317100108;2011-03-28;2018-11-04;too expensive;n
686963366116;2016-08-09;;nan;n
736671687316;2012-01-05;;nan;n
120165190697;2013-09-30;2018-12-21;too expensive;n
168038947323;2011-07-28;;nan;n
617053279583;2012-01-12;2018-04-09;too expensive;n
300322083147;2015-04-05;;nan;n
669844823048;2010-12-09;;nan;n
054921427711;2017-02-26;;nan;n
498174976881;2015-04-06;;nan;n
574786664496;2011-10-27;;nan;y
092611346631;2015-06-16;;nan;y
707248108348;2012-10-17;;nan;n
420701157647;2012-07-13;2018-04-28;too expensive;y
361891075193;2010-12-15;;nan;n
047379115557;2010-05-21;;nan;y
616793384633;2013-10-28;;nan;n
793017303867;2015-12-18;2018-11-06;death;n
102228189689;2016-12-02;;nan;n
836020673326;2013-09-22;;nan;n
296885806386;2011-09-11;;nan;n
027570422105;2011-09-05;;nan;n
745919642333;2017-11-12;;nan;n
074002170670;2012-07-20;;nan;n
672545981827;2012-02-05;;nan;n
215567171840;2010-09-25;;nan;n
144330311443;2012-03-08;;nan;y
305515802067;2010-12-28;2018-04-05;death;n
379658095117;2017-11-05;;nan;y
598524301839;2011-05-18;;nan;y
911384766307;2017-12-05;;nan;n
295586145820;2014-08-19;;nan;y
256487872476;2016-06-13;;nan;n
912049007615;2016-03-19;;nan;y
251792041294;2017-02-27;;nan;n
401938825249;2010-05-01;2018-03-29;too expensive;n
394242286123;2015-11-23;2018-12-17;low quality;n
024642836098;2017-10-20;;nan;n
934623634778;2015-02-25;;nan;n
759117095430;2012-10-01;;nan;n
873127733127;2014-12-04;;nan;y
812357818451;2010-12-04;;nan;n
780496122709;2014-07-29;;nan;n
177709055323;2013-04-29;;nan;n
071849280575;2017-05-26;;nan;n
827912141925;2011-05-13;;nan;n
662646093925;2016-07-13;2018-03-16;low quality;n
009757534372;2014-10-31;;nan;n
765217184318;2010-06-19;;nan;n
797329617500;2012-08-07;;nan;y
932746166863;2015-01-13;;nan;n
246359926610;2010-11-04;;nan;n
017992371918;2014-02-14;;nan;n
702607865074;2017-04-18;;nan;y
407446182834;2016-03-27;;nan;n
726033802144;2011-11-11;2018-09-29;low quality;y
126211629853;2010-02-17;;nan;n
368232017214;2014-11-12;;nan;y
929805750885;2011-08-17;;nan;n
323773916110;2013-01-15;2018-08-17;too expensive;n
833847931123;2016-10-08;;nan;y
740621448886;2017-01-20;;nan;n
149104070939;2013-11-20;;nan;y
692838134184;2013-06-19;;nan;n
770923931275;2012-06-01;;nan;n
070653431194;2011-02-16;;nan;n
188618221276;2017-10-30;;nan;n
777263767041;2010-02-05;2018-10-31;death;n
846102883308;2010-05-02;;nan;y
730417712907;2010-08-01;;nan;n
194875194822;2015-06-09;;nan;n
184257351893;2010-08-29;;nan;n
349420204883;2011-10-21;;nan;n
561495584237;2011-09-08;;nan;n
463848371687;2015-06-11;2018-09-15;too expensive;n
831367632065;2013-06-02;;nan;n
464136642558;2010-05-22;2018-03-15;too expensive;n
405456246645;2015-02-19;2018-02-28;low quality;n
540982870382;2017-02-01;2018-05-10;low quality;n
060627815594;2015-07-04;;nan;n
020530881596;2015-12-23;;nan;n
546786928243;2012-06-07;;nan;n
698527963383;2010-12-25;;nan;n
610847594868;2017-10-15;;nan;n
112839861628;2012-01-26;;nan;n
345678100674;2010-06-26;;nan;y
036629839485;2016-04-03;;nan;n
951832908301;2014-03-10;2018-08-10;low quality;n
104065822934;2014-08-25;;nan;n
170555225995;2010-07-31;;nan;n
190167884649;2010-03-21;;nan;y
790122471512;2012-07-07;;nan;n
358819597170;2014-11-30;;nan;n
026417392896;2011-05-31;;nan;n
947320215631;2017-12-01;;nan;n
708981568710;2010-12-10;;nan;y
340562123292;2016-04-03;;nan;n
794685422373;2012-09-27;2018-03-21;death;n
191641332907;2017-05-28;;nan;n
830018901758;2011-08-27;2018-08-25;too expensive;n
953368208658;2017-09-18;;nan;n
170431616915;2012-06-08;;nan;n
594253285622;2014-07-20;;nan;y
954748758030;2017-10-19;;nan;n
614795162632;2012-08-01;;nan;n
190659387262;2011-08-10;;nan;n
188419876753;2011-10-11;;nan;n
124679124818;2013-06-28;2018-02-09;death;n
830680924755;2015-03-06;;nan;n
901995014130;2016-01-01;;nan;n
517141261729;2015-05-21;;nan;n
510965128131;2013-02-15;;nan;n
680195859713;2012-11-06;;nan;n
457073266363;2015-05-11;;nan;n
018260045563;2011-07-07;;nan;y
664495364713;2013-07-24;2018-02-28;too expensive;n
624158589491;2010-03-04;;nan;n
043739079179;2014-10-18;;nan;n
543414137649;2010-05-12;;nan;n
926587990096;2014-03-13;;nan;n
629136230002;2011-07-26;2018-10-26;death;n
121502813443;2012-05-17;;nan;y
191151127142;2017-10-06;;nan;y
016286268205;2016-05-11;2018-10-08;low quality;y
373160252563;2011-02-04;2018-11-29;low quality;y
775462897780;2015-06-19;;nan;n
889722732982;2013-02-04;;nan;n
240599695340;2017-02-11;;nan;n
938215793453;2017-06-03;;nan;n
488906661348;2012-08-19;;nan;n
400823459436;2014-12-19;;nan;n
555248123601;2016-06-30;;nan;y
625575175533;2010-02-27;;nan;n
161938094496;2015-10-15;;nan;n
689031660198;2016-01-27;;nan;n
731922013484;2011-11-11;;nan;y
152464130827;2016-09-04;;nan;n
900748693822;2011-09-16;;nan;y
191730052577;2013-12-21;;nan;y
238500337808;2017-07-16;;nan;n
635308542272;2013-07-13;;nan;n
774858754195;2011-05-03;;nan;n
045964526099;2013-01-23;;nan;n
851192109459;2014-04-19;;nan;n
933822667853;2014-04-13;;nan;y
903062646241;2010-02-10;;nan;n
451303191460;2014-04-28;2018-05-28;too expensive;n
700927016314;2011-08-26;;nan;n
148551948764;2016-04-10;;nan;n
424743825650;2014-10-07;;nan;n
363127850009;2017-01-05;;nan;n
933443755224;2016-05-12;;nan;n
260275100710;2014-03-24;;nan;n
884077556096;2013-12-20;2018-02-20;too expensive;n
518252270187;2017-05-11;;nan;y
508828967344;2012-04-18;;nan;n
168130943028;2013-02-15;;nan;y
025091909825;2013-07-09;;nan;n
740964312951;2011-11-21;;nan;y
652819930595;2012-01-12;;nan;n
995745852920;2015-01-03;2018-06-14;low quality;n
739402604517;2014-04-08;2018-05-29;too expensive;n
676959374233;2015-11-24;;nan;n
186466349019;2016-02-27;;nan;n
209720785871;2015-09-14;;nan;n
498543219633;2012-08-31;;nan;n
362444212761;2017-10-18;2018-03-25;death;n
309284994044;2012-06-30;;nan;n
257435293678;2010-04-08;2018-09-27;death;n
845970011506;2015-08-26;2018-07-19;low quality;y
492836564346;2010-10-09;;nan;n
049301858568;2011-10-24;;nan;y
423727583187;2015-10-14;;nan;n
573114835154;2013-10-05;2018-07-07;too expensive;n
887676654154;2016-06-01;;nan;n
035756797261;2013-04-29;2018-03-07;death;n
896397790859;2015-09-05;;nan;n
707581048365;2010-12-25;2018-03-31;low quality;y
990331908581;2016-10-19;2018-07-18;death;y
133396966460;2014-04-02;;nan;y
607360877615;2015-09-27;;nan;n
554151131226;2017-06-08;;nan;n
315196260820;2013-01-20;;nan;y
978732578638;2011-02-02;;nan;n
673909144822;2015-09-26;2018-08-01;too expensive;y
529352776256;2012-10-08;2018-05-08;too expensive;n
929678321258;2014-10-23;2018-04-20;too expensive;n
827368473761;2015-09-23;;nan;n
467242561643;2012-04-04;;nan;y
791399029371;2015-05-12;;nan;y
300130842481;2010-03-17;;nan;n
315134476384;2017-02-23;;nan;y
407366485983;2014-02-03;;nan;y
338034820492;2012-07-01;2018-11-25;too expensive;y
917008502628;2016-02-13;;nan;n
536954639466;2016-02-26;;nan;n
022353997847;2016-05-02;2018-10-13;too expensive;n
907731575176;2016-05-07;;nan;y
625221864732;2017-02-03;;nan;y
264682787277;2012-07-01;2018-09-25;low quality;y
882731112035;2015-12-21;;nan;y
312949651458;2013-02-03;;nan;n
018042318936;2011-08-11;;nan;n
986358884238;2017-07-27;;nan;n
934512551604;2015-12-31;;nan;n
214832980361;2015-10-09;2018-04-16;too expensive;n
194378971061;2017-04-01;;nan;n
776726685524;2013-06-19;2018-11-13;low quality;n
710787924082;2011-09-24;;nan;n
117298372430;2011-05-14;2018-03-29;death;n
836159536797;2016-12-11;;nan;n
742924379938;2016-10-12;;nan;n
554380063385;2016-05-03;;nan;n
426873816860;2014-09-28;;nan;n
408022497508;2010-09-08;;nan;y
453653036193;2011-10-04;2018-07-04;too expensive;n
123973798029;2017-06-02;;nan;y
790293870619;2015-12-13;;nan;n
462490031570;2014-01-15;;nan;n
423612096962;2015-12-24;;nan;n
451453151482;2015-11-06;;nan;y
745909812420;2017-08-03;;nan;n
663193332292;2012-05-16;;nan;n
677612033859;2017-09-08;;nan;n
234538255309;2016-12-31;;nan;n
049613994504;2014-10-01;;nan;n
479174762544;2015-06-24;;nan;n
474655806730;2012-06-10;2018-01-28;low quality;n
949002884839;2014-11-12;;nan;n
805966724870;2014-07-01;;nan;n
424641377912;2017-12-27;;nan;n
444868499966;2011-11-10;;nan;n
206176514831;2010-10-22;;nan;n
054683826932;2011-11-13;2018-02-05;too expensive;n
927285764742;2015-08-20;;nan;n
534645708376;2012-07-03;;nan;n
464237340084;2016-03-16;;nan;n
040485866285;2013-12-12;;nan;n
424832433961;2017-11-10;;nan;n
460966369585;2013-03-16;;nan;n
253417449573;2012-04-22;;nan;n
726301160216;2014-01-25;;nan;n
653738980402;2016-06-29;;nan;y
115575292392;2017-06-02;;nan;n
808244322283;2011-07-19;;nan;n
147310981194;2014-11-23;2018-02-22;death;n
168320755793;2015-09-03;2018-04-16;too expensive;n
088886731883;2016-08-28;;nan;n
635640454172;2010-02-12;2018-04-14;low quality;n
561695715622;2013-06-17;;nan;n
478831039508;2013-01-17;2018-08-31;too expensive;n
609588569015;2013-09-21;;nan;n
882695523397;2010-08-22;2018-03-20;death;n
770429392993;2016-06-15;2018-09-24;too expensive;n
562774862037;2013-02-27;;nan;y
214460016367;2013-02-27;;nan;n
954219409132;2012-07-09;;nan;n
949926403877;2011-06-30;;nan;n
103214622553;2016-11-08;;nan;n
015532935399;2014-03-31;;nan;y
407090516209;2016-11-02;;nan;n
672028284457;2016-01-19;2018-05-02;low quality;n
056005821001;2010-08-17;;nan;n
730146591765;2012-05-08;;nan;n
927456696934;2017-01-03;;nan;n
288811767794;2012-10-13;;nan;n
270420659920;2016-08-16;;nan;n
461856364111;2011-06-26;2018-11-28;death;n
291736518821;2017-01-26;;nan;n
840517569206;2016-08-09;;nan;n
039064338185;2011-02-13;;nan;n
963899043389;2013-01-26;;nan;n
853811403090;2012-12-06;;nan;n
452298749951;2013-12-11;2018-11-12;low quality;n
042841750786;2015-03-27;;nan;y
982294000466;2010-09-14;;nan;y
741162352396;2010-09-28;2018-05-25;death;y
569976587302;2015-09-25;;nan;y
402294078965;2017-08-05;2018-07-07;too expensive;n
178363082641;2016-05-30;;nan;n
363109023318;2013-03-30;;nan;n
595997394579;2015-11-30;;nan;n
695597312541;2014-09-26;;nan;n
841566436026;2014-03-28;;nan;n
446340461465;2013-05-31;2018-08-28;too expensive;n
553011290105;2011-04-21;;nan;n
593417681080;2016-06-28;;nan;n
700159361735;2017-10-20;;nan;n
915995775514;2014-08-02;;nan;y
800277301954;2012-06-15;;nan;n
250402977587;2015-08-17;2018-12-04;too expensive;n
450021136473;2015-01-31;;nan;n
483934386093;2016-02-14;;nan;y
135811209439;2017-09-13;;nan;n
813071844784;2010-11-27;;nan;n
818970304406;2012-08-30;;nan;n
578131391164;2016-09-05;2018-12-25;death;n
121395249146;2012-09-09;;nan;y
654751415185;2012-09-11;;nan;y
353810488063;2010-11-24;2018-05-09;too expensive;y
155452743715;2015-03-09;;nan;n
088755859242;2017-04-04;;nan;n
568222453914;2016-12-18;2018-07-30;too expensive;n
600459190445;2010-10-24;;nan;n
299300313905;2015-09-29;;nan;n
693054963638;2017-06-19;;nan;y
619994062381;2017-03-22;2018-08-06;too expensive;n
865489777222;2016-01-02;;nan;n
658842829762;2015-06-06;2018-02-24;low quality;n
395717001180;2016-05-20;;nan;n
948482075976;2013-08-12;2018-12-06;low quality;n
291950645455;2013-01-02;;nan;n
640004205360;2011-01-04;2018-09-10;too expensive;n
099965919611;2012-05-18;;nan;n
025332355152;2014-08-08;;nan;n
016109104145;2010-08-27;;nan;n
546713671448;2012-11-30;;nan;n
933643818821;2012-10-30;;nan;n
390484687281;2014-05-27;;nan;n
252976571500;2012-10-11;;nan;y
992051901042;2012-01-30;;nan;y
322875389008;2016-06-03;;nan;y
083545062159;2013-04-07;;nan;n
338264788718;2014-03-24;2018-05-09;too expensive;y
081282141591;2015-10-30;;nan;n
159916323240;2015-09-18;;nan;n
467616465837;2016-08-09;;nan;n
199352094147;2010-07-03;;nan;n
132691540876;2015-04-07;;nan;n
334764791289;2015-12-20;;nan;n
080834404896;2017-09-16;;nan;n
751618232153;2012-05-06;;nan;n
336267965416;2010-03-31;2018-04-04;death;n
600995629254;2011-10-10;;nan;n
411768875430;2017-11-23;;nan;n
511470037356;2010-02-15;;nan;n
910754281404;2013-02-19;;nan;n
638349580836;2013-06-02;;nan;n
894092552259;2012-03-31;;nan;n
647821092002;2015-06-05;;nan;n
159587176424;2017-02-09;2018-09-20;low quality;y
275874988623;2014-08-18;;nan;y
060345676202;2013-12-20;;nan;y
225479572265;2016-06-23;2018-06-22;too expensive;n
681498618032;2014-05-20;2018-06-10;low quality;y
635959298703;2014-04-14;;nan;y
604559297830;2010-02-25;2018-07-23;low quality;y
403431518254;2014-05-02;;nan;n
958922940607;2015-02-26;;nan;n
482602538428;2012-01-01;;nan;n
470657455151;2014-04-20;;nan;n
811332484874;2012-11-16;;nan;n
032391781453;2014-04-23;;nan;n
017571003528;2017-12-24;;nan;n
938575785671;2011-06-13;;nan;n
634389052285;2016-07-28;2018-02-19;death;n
307192771705;2010-10-18;;nan;n
785852725507;2013-10-14;;nan;n
520929946518;2014-12-16;;nan;n
548369610403;2015-12-09;2018-05-20;death;y
888748495103;2012-07-09;;nan;n
508067080248;2016-06-19;;nan;n
565062129608;2013-07-28;;nan;n
326524764709;2011-02-01;;nan;y
314881260600;2012-01-18;;nan;n
938358610569;2011-05-04;;nan;n
780800414124;2011-01-07;;nan;n
328926171419;2010-04-20;2018-05-05;low quality;n
981895449317;2013-07-21;;nan;n
769707793087;2016-04-27;;nan;n
222579158291;2013-05-13;;nan;n
774807803024;2011-06-14;;nan;y
158093486306;2014-01-02;;nan;n
435214458786;2013-03-09;;nan;y
923199736239;2013-05-07;;nan;y
069295003738;2012-04-17;;nan;y
040193871046;2010-08-01;2018-12-08;low quality;n
077837398949;2010-03-22;;nan;n
964608966629;2012-11-03;;nan;n
759048766239;2013-03-13;;nan;n
395770246349;2012-08-14;;nan;n
856704602886;2010-09-20;;nan;n
546906674760;2014-04-14;;nan;y
566411571425;2016-11-07;;nan;n
308528514620;2011-07-16;;nan;n
718213298580;2016-05-03;;nan;y
598725922564;2010-04-28;2018-09-08;low quality;n
623391670288;2011-05-31;;nan;n
550308009732;2012-01-06;;nan;n
540915895777;2015-12-22;;nan;n
565668329427;2014-07-04;;nan;n
669984245630;2013-10-26;;nan;n
289214333769;2017-04-14;;nan;n
520687864449;2011-10-18;;nan;n
464667525699;2011-12-11;;nan;n
053391812766;2016-06-29;;nan;n
